2021-11-23,"['AUD', 'IOTA-USDT', 'CELO-USDT', 'BEL', 'DIA', 'HOT-USDT']"
2021-11-24,"['AUD', 'ALPHA', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
2021-11-25,"['AUD', 'ALPHA', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
2021-11-26,"['AUD', 'ALPHA', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
2021-11-27,"['AUD', 'PERL', 'CELO-USDT', 'BEL', 'DIA', 'HOT-USDT']"
2021-11-28,"['AUD', 'ALGO-USDT', 'CELO-USDT', 'BEL', 'DIA', 'HOT-USDT']"
2021-11-29,"['AUD', 'ALGO-USDT', 'CELO-USDT', 'BEL', 'DIA', 'HOT-USDT']"
2021-11-30,"['AUD', 'ALGO-USDT', 'CELO-USDT', 'BEL', 'DIA', 'HOT-USDT']"
2021-12-01,"['AUD', 'VET-USDT', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
2021-12-02,"['AUD', 'FLM', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
2021-12-03,"['AUD', 'RNDR', 'CELO-USDT', 'BEL', 'DIA', 'HOT-USDT']"
2021-12-04,"['AUD', 'RNDR', 'CELO-USDT', 'BEL', 'DIA', 'HOT-USDT']"
2021-12-05,"['AUD', 'FLM', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
2021-12-06,"['AUD', 'FLM', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
2021-12-07,"['AUD', 'FLM', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
2021-12-08,"['AUD', 'FLM', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
2021-12-09,"['AUD', 'FLM', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
2021-12-10,"['AUD', 'FLM', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
2021-12-11,"['AUD', 'SNX-USDT', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
2021-12-12,"['AUD', 'SNX-USDT', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
2021-12-13,"['AUD', 'SNX-USDT', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
2021-12-14,"['AUD', 'SNX-USDT', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
2021-12-15,"['AUD', 'SNX-USDT', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
2021-12-16,"['AUD', 'SNX-USDT', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
2021-12-17,"['AUD', 'SNX-USDT', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
2021-12-18,"['AUD', 'AAVE-USDT', 'CELO-USDT', 'BEL', 'DIA', 'HOT-USDT']"
2021-12-19,"['AUD', 'AAVE-USDT', 'CELO-USDT', 'BEL', 'DIA', 'HOT-USDT']"
2021-12-20,"['AUD', 'SNX-USDT', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
2021-12-21,"['AUD', 'SNX-USDT', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
2021-12-22,"['AUD', 'SNX-USDT', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
2021-12-23,"['AUD', 'SNX-USDT', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
2021-12-24,"['AUD', 'SNX-USDT', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
2021-12-25,"['AUD', 'DYDX-USDT', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
2021-12-26,"['AUD', 'DYDX-USDT', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
2021-12-27,"['AUD', 'DYDX-USDT', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
2021-12-28,"['AUD', 'DYDX-USDT', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
2021-12-29,"['AUD', 'UTK', 'DIA', 'HOT-USDT', 'DAR', 'XMR-USDT']"
2021-12-30,"['AUD', 'UTK', 'DIA', 'HOT-USDT', 'DAR', 'XMR-USDT']"
2021-12-31,"['AUD', 'UTK', 'DIA', 'HOT-USDT', 'DAR', 'XMR-USDT']"
2022-01-01,"['AUD', 'DYDX-USDT', 'BEL', 'DIA', 'HOT-USDT', 'DAR']"
